longitude,latitude,NDVI,NDBI,BSI,NDWI,LST,vegetation_fraction
85.80074281634366,20.24950872427281,0.13073713,0.21958244,0.17042297,-0.14265634,37.853893940000034,0.0
85.80083264787207,20.24950872427281,0.13755523,0.13640428,0.1345609,-0.17457421,37.853893940000034,0.0
85.80092247940048,20.24950872427281,0.19254343,0.06243727,0.10379945,-0.25808188,38.16664277000004,0.0
85.8010123109289,20.24950872427281,0.09552983,0.04584981,0.074962355,-0.13600002,38.16664277000004,0.0
85.80110214245731,20.24950872427281,0.09549823,-0.032853846,0.021938572,-0.10235027,38.16664277000004,0.0
85.80119197398571,20.24950872427281,0.14581674,0.11598361,0.131548,-0.21452701,38.32387169000003,0.0
85.80128180551412,20.24950872427281,0.14581674,0.11598361,0.131548,-0.21452701,38.32387169000003,0.0
85.80137163704254,20.24950872427281,0.16931394,0.22177242,0.21049404,-0.27440146,38.32387169000003,0.0
85.80146146857095,20.24950872427281,0.13932654,0.19122806,0.22037421,-0.31385824,37.96839761000001,0.0
85.80155130009936,20.24950872427281,0.10536277,0.2604474,0.2538078,-0.23163444,37.96839761000001,0.0
85.80164113162778,20.24950872427281,0.09144981,0.15111794,0.14765418,-0.123182856,37.96839761000001,0.0
85.80173096315619,20.24950872427281,0.18850578,0.013170419,0.053271342,-0.2424898,37.37708014999998,0.819607843137255
85.8018207946846,20.24950872427281,0.451816,-0.06086344,-0.025608052,-0.4578167,37.37708014999998,0.592156862745098
85.79993433258795,20.2494188927444,0.32726172,0.016865287,0.055120565,-0.36454433,36.80456179999999,0.0
85.80002416411637,20.2494188927444,0.22602558,0.01984544,0.09430805,-0.34943914,36.80456179999999,0.0
85.80011399564478,20.2494188927444,0.17460318,0.039165597,0.11969972,-0.32065538,37.18567103000001,0.0
85.80020382717318,20.2494188927444,0.25037935,-0.0450222,0.05040012,-0.32016024,37.18567103000001,0.0
85.80029365870159,20.2494188927444,0.22210068,0.005564206,0.06866017,-0.282066,37.18567103000001,0.0
85.80038349023,20.2494188927444,0.19936712,0.12953606,0.1386638,-0.25871804,37.853893940000034,0.0
85.80047332175842,20.2494188927444,0.15459529,0.12901744,0.13143192,-0.17497678,37.853893940000034,0.0
85.80056315328683,20.2494188927444,0.122760795,0.15251538,0.15533611,-0.17930269,37.853893940000034,0.0
85.80065298481524,20.2494188927444,0.1667708,0.21611412,0.1997165,-0.22894737,37.853893940000034,0.0
85.80074281634366,20.2494188927444,0.08905452,0.26268262,0.20095044,-0.1330612,37.853893940000034,0.0
85.80083264787207,20.2494188927444,0.074742965,0.10276039,0.11273228,-0.11824224,37.853893940000034,0.0
85.80092247940048,20.2494188927444,0.1278309,0.011468931,0.06875499,-0.18071654,38.16664277000004,0.0
85.8010123109289,20.2494188927444,0.061570045,0.051352605,0.097005986,-0.119588755,38.16664277000004,0.0
85.80110214245731,20.2494188927444,0.051528003,-0.0036193293,0.07536719,-0.09627907,38.16664277000004,0.0
85.80119197398571,20.2494188927444,0.08151897,0.045576416,0.10214912,-0.16118509,38.32387169000003,0.0
85.80128180551412,20.2494188927444,0.08151897,0.045576416,0.10214912,-0.16118509,38.32387169000003,0.0
85.80137163704254,20.2494188927444,0.116438374,0.10027597,0.13120872,-0.22902924,38.32387169000003,0.0
85.80146146857095,20.2494188927444,0.14513981,0.053280476,0.12782167,-0.3222632,37.96839761000001,0.0
85.80155130009936,20.2494188927444,0.1541298,0.2522695,0.21725087,-0.2445328,37.96839761000001,0.0
85.80164113162778,20.2494188927444,0.11943957,0.24247456,0.21073996,-0.20694864,37.96839761000001,0.0
85.80173096315619,20.2494188927444,0.15255114,0.039706513,0.08314365,-0.23166345,37.37708014999998,0.0
85.8018207946846,20.2494188927444,0.34515235,-0.0039280597,-0.005813959,-0.31385282,37.37708014999998,0.0
85.80191062621302,20.2494188927444,0.5526476,-0.09367633,-0.06773561,-0.4900701,37.37708014999998,0.611764705882353
85.79993433258795,20.249329061215988,0.5273566,-0.0122324275,0.021962926,-0.49195105,36.80456179999999,0.0
85.80002416411637,20.249329061215988,0.5365474,-0.09676226,-0.031368,-0.5223421,36.80456179999999,0.0
85.80011399564478,20.249329061215988,0.4298156,-0.066896014,0.011095313,-0.46586135,37.18567103000001,0.0
85.80020382717318,20.249329061215988,0.3447629,-0.052631564,0.040023904,-0.4277588,37.18567103000001,1.0
85.80029365870159,20.249329061215988,0.3680049,0.00221825,0.04948288,-0.3692542,37.18567103000001,0.0
85.80038349023,20.249329061215988,0.30822122,0.058317218,0.08784599,-0.321256,37.853893940000034,0.0
85.80047332175842,20.249329061215988,0.15964319,0.13213629,0.13115482,-0.20178513,37.853893940000034,0.0
85.80056315328683,20.249329061215988,0.19035847,0.20149252,0.18385145,-0.21475875,37.853893940000034,0.0
85.80065298481524,20.249329061215988,0.12303207,0.20149252,0.18158635,-0.17798166,37.853893940000034,0.0
